"question","expected_answer","generated_answer","BLEU","ROUGE-1","ROUGE-L","Semantic Similarity","NLI_RESULT","Contradiction","Neutral","Entailment","METEOR","BERT_F1","F1_SCORE"
"What significant event happened to Binance in June 2021?","The UK's Financial Conduct Authority ordered Binance to stop all regulated activity in the UK.","The FCA ordered Binance to stop all regulated activity in the United Kingdom in June 2021.
","0.5266403878479265","0.625","0.625","0.8869920969009399","neutral","0.001544323517009616","0.9974607229232788","0.0009948889492079616","0.6411","0.672","0.6429"
"What is DJI's focus on innovation?","DJI focuses on continuous innovation in drone technology, improving flight performance, camera capabilities, and user experience.","DJI is known for having a very difficult hiring process as well as an extremely competitive internal culture where teams are often pitted against each other to design better products.
","0.006244385951234721","0.04347826086956522","0.04347826086956522","0.5657063126564026","neutral","0.002372991992160678","0.996896505355835","0.0007304942701011896","0.0287","0.23","0.0444"
"What is Canva's library of templates and images?","Canva provides a vast library of templates, images, and other design elements.","I don't know.
","0.0","0.0","0.0","0.2997532784938812","contradiction","0.7565196752548218","0.15829378366470337","0.08518654108047485","0.0","-0.051","0.0"
"What is PhonePe's focus on financial inclusion?","PhonePe aims to promote financial inclusion by providing digital payment solutions to underserved communities.","I don't know.
","0.0","0.0","0.0","0.27922293543815613","contradiction","0.7744029760360718","0.16103924810886383","0.0645577684044838","0.0","-0.0687","0.0"
"What criticisms has Voodoo faced regarding its game development practices?","Voodoo has been criticized for releasing apparent clones of indie games, leading to accusations of copying core gameplay mechanics.","Voodoo has been criticised for releasing apparent clones of indie games.
","0.2840050905239658","0.6666666666666666","0.6666666666666666","0.9374786019325256","entailment","0.001384055707603693","0.004677411634474993","0.9939385652542114","0.4728","0.8205","0.6207"
"What is Nature's Fynd's approach to food innovation?","Nature's Fynd focuses on developing innovative food products using its unique protein source.","Develops microbe-based proteins for meat substitutes and dairy substitutes.
","0.0","0.16666666666666666","0.16666666666666666","0.6152008771896362","neutral","0.0009463258902542293","0.9976400136947632","0.0014136519748717546","0.0794","0.1521","0.0"
"What is the controversy surrounding Epic Games' lawsuit against Apple?","The lawsuit involved Epic Games challenging Apple's App Store policies and fees.","Epic Games filed a lawsuit against Apple for antitrust and anticompetitive behavior after Apple delisted Fortnite from its App Store for violating terms of service by including its own storefront.
","0.020667362144729137","0.32558139534883723","0.2325581395348837","0.8347635269165039","neutral","0.001975090242922306","0.9951766729354858","0.0028481222689151764","0.3704","0.3068","0.3077"
"What services does Oyo Rooms offer?","Oyo Rooms provides affordable accommodation options, including hotels, homes, and living spaces.","Leased and franchised hotels, homes, and living spaces.
","0.31356006812336346","0.5","0.5","0.5861067771911621","neutral","0.0020402101799845695","0.9129977822303772","0.08496206253767014","0.4293","0.3705","0.5263"
"When was AppsFlyer founded?","2011.","2011
","0.0","1.0","1.0","0.9388188719749451","entailment","0.018562400713562965","0.07775557041168213","0.9036819934844971","0.0","0.7186","0.0"
"What is the purpose of the Epic MegaGrants program?","The Epic MegaGrants program provides financial support to developers, creators, and tool developers working with Unreal Engine.","To support game development using the Unreal Engine or for any project that would benefit the Unreal Engine.
","0.025281168697394947","0.34285714285714286","0.22857142857142856","0.7567477822303772","neutral","0.002409630222246051","0.50978684425354","0.48780351877212524","0.2494","0.2458","0.303"
"How has Bunq addressed anti-money laundering (AML) concerns?","Bunq won a court case against De Nederlandsche Bank (DNB) in 2022, which allowed them to use an AI-based transaction monitoring system instead of a rule-based system.","Bunq won a court case against the DNB in October 2022, using a learning system based on artificial intelligence as opposed to the rule-based system imposed by DNB.
","0.195647514979229","0.5862068965517241","0.4827586206896552","0.8881700038909912","neutral","0.0009605055092833936","0.9977329969406128","0.00130644126329571","0.4238","0.5545","0.4314"
"What is Royole?","Royole is a Chinese technology company that specializes in developing and manufacturing flexible displays and flexible sensors.","A manufacturer of flexible displays and sensors.
","0.04209998943014297","0.5","0.5","0.7432683110237122","entailment","0.001274571055546403","0.00657071964815259","0.9921547770500183","0.2665","0.4594","0.4545"
"How many employees did ByteDance have in 2023?","ByteDance had approximately 150,000 employees in 2023.","c. 150,000","0.012274570264879268","0.36363636363636365","0.36363636363636365","0.5867704749107361","entailment","0.014435886405408382","0.12161238491535187","0.8639518022537231","0.0769","0.2429","0.2222"
"What major change did Shein make in 2022 regarding its headquarters?","Shein moved its headquarters from China to Singapore.","Shein moved its headquarters to Singapore in 2022.
","0.3655552228545123","0.75","0.75","0.9304574131965637","neutral","0.0018128263764083385","0.9973313808441162","0.0008557825931347907","0.605","0.7696","0.625"
"When was Notion's initial release?","Notion's initial release was in 2016.","August 2016.
","0.020237345084409754","0.22222222222222224","0.22222222222222224","0.47435593605041504","neutral","0.007527003064751625","0.9892450571060181","0.003227891633287072","0.0893","0.2486","0.25"
"What is Animoca Brands' role in the blockchain gaming market?","Animoca Brands is a significant player in the blockchain gaming market, driving innovation and adoption of NFTs and play-to-earn games.","Animoca Brands shifted to blockchain gaming and NFTs in 2018.
","0.026707294347290866","0.5000000000000001","0.37499999999999994","0.8816598653793335","neutral","0.001039112452417612","0.9938365817070007","0.005124230403453112","0.3013","0.4808","0.4828"
"What are the primary uses of Airtable?","Airtable is used for project management, content planning, CRM, and other organizational tasks.","create a database, set up column types , add records , link tables to one another, collaborate , sort records and publish views to external websites.
","0.0072658577559704465","0.05555555555555555","0.05555555555555555","0.5131393074989319","neutral","0.005079606082290411","0.9828628897666931","0.012057445012032986","0.035","0.0016","0.0571"
"What is Mambu's valuation as of December 2021?","$5.3 billion.","$5.3 billion.
","0.316227766016838","1.0","1.0","0.9999999403953552","entailment","0.007994345389306545","0.0245134849101305","0.9674921631813049","0.9375","1.0","1.0"
"How does Miro support workshops and meetings?","Miro provides tools for facilitating workshops and meetings, such as timers and voting features.","I don't know.
","0.0","0.0","0.0","0.28219249844551086","contradiction","0.7712441086769104","0.14292994141578674","0.08582597970962524","0.0","-0.0169","0.0"
"What is Blockchain.com's expansion strategy?","Blockchain.com focuses on expanding its services and user base in the global cryptocurrency market.","I don't know.
","0.0","0.0","0.0","0.24499613046646118","contradiction","0.7538381218910217","0.15339837968349457","0.0927635133266449","0.0","-0.0325","0.0"
"What is Unqork and what type of company is it?","Unqork is an American application development software company that provides a no-code development platform-as-a-service (PaaS) for building enterprise applications.","Unqork is an American application development software company that offers a no-code development platform-as-a-service (PaaS). It is a private company.
","0.5275855485130294","0.7659574468085107","0.7659574468085107","0.9558714628219604","neutral","0.0012075050035491586","0.9976444840431213","0.0011480544926598668","0.6613","0.8276","0.6857"
"What is Revolut's customer support?","Revolut provides customer support through in-app chat and other channels.","I don't know.
","0.0","0.0","0.0","0.29012545943260193","contradiction","0.7331113815307617","0.1531282663345337","0.1137603223323822","0.0","-0.0843","0.0"
"What was the first acquisition made by Stripe?","Kickoff, a chat and task-management application.","Kickoff, a chat and task-management application.
","1.0","1.0","1.0","1.0000001192092896","entailment","0.006431252229958773","0.008488581515848637","0.9850801825523376","0.9977","1.0","1.0"
"What is Scale AI?","Scale AI is a data labeling platform that provides training data for artificial intelligence applications.","Scale AI is an American data annotation company in San Francisco, California that provides labeled data used to train AI applications.
","0.06393430688266227","0.5555555555555556","0.4444444444444444","0.860925018787384","neutral","0.0013790514785796404","0.9854270219802856","0.013193979859352112","0.4074","0.6289","0.4242"
"Where are Zilch's global locations?","Zilch operates from London (headquarters), Miami (US office), and Krakow (technology hub).","London, UK; Miami, US; Krakow, Poland.
","0.0","0.4444444444444444","0.4444444444444444","0.658766508102417","neutral","0.1368080973625183","0.6147202253341675","0.24847166240215302","0.0","0.1706","0.0"
"What is Kavak's role in the Latin American used car market?","Kavak is a major player in the Latin American used car market, providing a transparent and reliable platform for buying and selling used cars.","Kavak operates an online marketplace for used cars. With a valuation of $8.7 billion, Kavak was the second most valuable unicorn in Latin America as of September 2021.
","0.020086936595190463","0.3018867924528302","0.1509433962264151","0.8415701389312744","neutral","0.0021740184165537357","0.9956786036491394","0.0021474682725965977","0.2393","0.3617","0.3404"
"I am sorry, but this article does not contain enough information to fulfill your request.","This document does not contain the answer to your question.","I don't know.
","0.0","0.0","0.0","0.4444673955440521","entailment","0.08257343620061874","0.3806791305541992","0.536747395992279","0.0","0.014","0.0"
"What is the purpose of accessing real-time data for Grok?","Accessing real-time data allows Grok to provide up-to-date and dynamic responses to user queries.","I don't know.
","0.0","0.0","0.0","0.2622221112251282","contradiction","0.6959821581840515","0.17093412578105927","0.133083775639534","0.0","-0.0341","0.0"
"What are Zilch's plans regarding credit reporting?","Zilch reports credit data to major UK credit reference agencies like Experian and TransUnion, allowing customers to build credit records with interest-free options.","Zilch partnered with Experian to reciprocally report credit data for its credit transactions in April 2022 and announced it would start reporting to leading credit reference agencies (CRAs), including Experian and TransUnion, in January 2023.
","0.05671306490266977","0.4745762711864407","0.3728813559322034","0.8085640668869019","contradiction","0.561189591884613","0.42636653780937195","0.01244388148188591","0.4731","0.4306","0.4082"
"What services does Automation Anywhere offer?","Automation Anywhere offers RPA software, intelligent automation, and process discovery tools.","RPA tools and Automation tools.
","0.022885811052259907","0.5000000000000001","0.37499999999999994","0.8112913966178894","entailment","0.005483334884047508","0.025111990049481392","0.9694046974182129","0.1923","0.3304","0.5"
"What is the purpose of the Long-Term Benefit Trust associated with Anthropic?","To align the company's priorities with public benefit rather than profit in extreme cases.","The Long-Term Benefit Trust is a company-derived entity that requires Anthropic's directors to align the company's priorities with the public benefit rather than profit in ""extreme"" instances of ""catastrophic risk"".
","0.26941113883050344","0.5714285714285713","0.5714285714285713","0.6477941870689392","neutral","0.015064393170177937","0.9661797285079956","0.01875581406056881","0.755","0.4039","0.5854"
"What services does Brex offer?","Brex offers corporate credit cards, expense management software, and business banking services.","Business credit cards and cash management accounts to technology companies.
","0.02274122123480211","0.45454545454545453","0.2727272727272727","0.6657078266143799","neutral","0.007507209666073322","0.9054198265075684","0.08707299828529358","0.1695","0.3713","0.3636"
"Who founded Zocdoc and what was the inspiration behind it?","Zocdoc was founded by Oliver Kharraz, Nick Ganju, and Cyrus Massoumi. The inspiration came from Massoumi's difficulty finding available appointments after a burst eardrum while traveling.","Founders: Oliver Kharraz, Nick Ganju, and Cyrus Massoumi.

Inspiration: Massoumi's experience struggling to find available appointments after a burst eardrum while traveling.
","0.48792784859015415","0.76","0.76","0.8389316201210022","entailment","0.0017975742230191827","0.009981419891119003","0.9882209897041321","0.6622","0.6542","0.6667"
"What services does Wiz offer?","Wiz offers cloud security posture management (CSPM), cloud workload protection (CWP), and cloud infrastructure entitlement management (CIEM).","Wiz offers a cloud security platform that scans configurations, threat intelligence, network exposure, identities, and vulnerabilities in Microsoft Azure, Google Cloud Platform, Oracle Cloud Infrastructure, and Kubernetes.
","0.022073840970038994","0.3636363636363636","0.3181818181818182","0.7590545415878296","neutral","0.003139534732326865","0.9891778230667114","0.007682726252824068","0.318","0.0637","0.2632"
"What are STARKs?","STARKs are cryptographic proofs that allow for verifiable computation without revealing sensitive data.","A type of non-interactive zero-knowledge proof, to improve the scalability in the blockchain.
","0.0","0.07142857142857144","0.07142857142857144","0.5682600140571594","neutral","0.1453154981136322","0.6198644638061523","0.23482006788253784","0.0","0.199","0.0"
"What are the ethical concerns surrounding SenseTime's technology?","Ethical concerns include privacy issues related to facial recognition and potential misuse of surveillance technologies.","SenseTime's facial recognition programs are used as surveillance on ethnic Uyghurs.
","0.030667173634794157","0.22222222222222224","0.22222222222222224","0.5732781887054443","neutral","0.009645044803619385","0.9893079400062561","0.0010470361448824406","0.175","0.2355","0.2308"
"How does Zipline ensure the safety of its drone operations?","Through features like dual propellers for redundancy, a parachute system, frangible outer components, and advanced autonomy capabilities.","Zipline's drones have two propellers for redundancy and can fly safely on a single propeller or motor. A parachute can be deployed if a larger set of faults occur. If the drone crashes, the outer components are frangible, breaking to release energy and impact the ground with less force.
","0.010422323780099494","0.26865671641791045","0.23880597014925375","0.6911652684211731","neutral","0.021535782143473625","0.9222099781036377","0.05625428259372711","0.2111","0.2857","0.2034"
"What is Lalamove?","Lalamove is an on-demand delivery platform that connects users with delivery drivers for same-day delivery services.","A delivery and logistics company which operates primarily in Asia and parts of Latin America.
","0.012365482332258055","0.0606060606060606","0.0606060606060606","0.6196503043174744","neutral","0.0018147184746339917","0.9904139637947083","0.007771327160298824","0.0314","0.1406","0.0714"
"What is Airtable's focus on user accessibility?","Airtable focuses on providing a user-friendly interface that makes database management accessible to non-technical users.","I don't know.
","0.0","0.0","0.0","0.2562420964241028","contradiction","0.7088149785995483","0.16998301446437836","0.12120197713375092","0.0","-0.0501","0.0"
"In which year was Babylon Health founded?","2013.","2013
","0.0","1.0","1.0","0.9365203380584717","entailment","0.024873362854123116","0.09089815616607666","0.8842284679412842","0.0","0.7258","0.0"
"What services does PhonePe offer?","PhonePe offers mobile payments, UPI transactions, recharges, bill payments, and financial services.","Sending and receiving money, recharging mobile and DTH, making utility payments, conducting in-store payments.
","0.018798317647335087","0.3703703703703704","0.22222222222222224","0.6839549541473389","neutral","0.002466407371684909","0.6618122458457947","0.33572131395339966","0.123","0.208","0.25"
"What services does Starling Bank offer?","Starling Bank offers current accounts, business accounts, and various financial tools through its mobile app.","Personal current accounts, joint accounts, business accounts, and Euro accounts.
","0.1810339897381413","0.4","0.4","0.627122700214386","neutral","0.00556900491937995","0.99030601978302","0.004124925471842289","0.3338","0.2495","0.3636"
"What are the nutritional benefits of Fy?","Fy is a complete protein source with fiber and essential amino acids.","Complete protein (has all nine essential amino acids needed for human nutrition), vitamin B12, vitamin D, iron and calcium.
","0.02560744480557418","0.3870967741935484","0.3225806451612903","0.686468243598938","neutral","0.0016770126530900598","0.9844096899032593","0.013913276605308056","0.3512","0.2933","0.3333"
"What is the significance of the Binance Smart Chain?","It is a blockchain platform for running smart contracts and decentralized applications.","Binance Smart Chain was released in September 2020 and BNB moved to it.
","0.01553712569276035","0.24000000000000002","0.16","0.592948853969574","neutral","0.0020073114428669214","0.9972233772277832","0.0007693431689403951","0.124","0.1225","0.16"
"What is the name of the first successful landing of an orbital-class rocket's first stage on land?","Falcon 9 Flight 20.","Falcon 9 Flight 20
","0.3976353643835253","1.0","1.0","0.9798769950866699","entailment","0.03907427564263344","0.07764199376106262","0.883283793926239","0.7361","0.9371","0.75"
"What was Babylon Health's business model?","A subscription-based model for private healthcare services, with additional pay-as-you-go options and NHS partnerships.","Subscription business model for private healthcare services.
","0.15124760523215708","0.48","0.48","0.8482173085212708","entailment","0.002623699838295579","0.023015424609184265","0.9743608832359314","0.2984","0.4883","0.381"
"What is Automation Anywhere's integration capabilities?","Automation Anywhere integrates with various enterprise applications and systems, enabling seamless data exchange and process automation.","collaborations with Microsoft, Google, Amazon Web Services and Salesforce.
","0.013101694097607005","0.16","0.16","0.4960376024246216","neutral","0.0009931287495419383","0.9978052973747253","0.001201660605147481","0.0654","-0.0576","0.1667"
"Where is Nextdoor headquartered?","San Francisco, California, US.","San Francisco, California.
","0.17216896116316355","0.8571428571428571","0.8571428571428571","0.9603433609008789","entailment","0.13845443725585938","0.05136176198720932","0.8101837635040283","0.4808","0.8741","0.5714"
"What is Checkout.com's focus on scalability?","Checkout.com focuses on providing a scalable payment platform that can handle high transaction volumes and complex payment flows.","I don't know.
","0.0","0.0","0.0","0.2658446729183197","contradiction","0.8386510610580444","0.09398084133863449","0.06736813485622406","0.0","-0.0806","0.0"
"When was Taopiaopiao launched and where?","Taopiaopiao was launched in 2014 in Hangzhou, Zhejiang Province, China.","2014 in the city of Hangzhou, in China's Zhejiang Province.
","0.056122223243057295","0.6666666666666666","0.47619047619047616","0.7266212105751038","entailment","0.0018828684696927667","0.012493685819208622","0.9856234788894653","0.25","0.3808","0.4444"
"What services does Plaid provide?","Plaid provides APIs that enable applications to connect with users' bank accounts and financial data.","Plaid builds a data transfer network that powers Fintech and digital finance products. It enables applications to connect with users’ bank accounts, allowing consumers and businesses to interact with their bank accounts, check balances, and make payments through different financial technology applications.
","0.06695900686562911","0.45614035087719296","0.4210526315789473","0.8637311458587646","neutral","0.004432352259755135","0.918757438659668","0.07681023329496384","0.359","0.5528","0.3529"
"What are some of the key features of the Figure 02 robot?","Integrated cabling, increased battery capacity, RGB cameras, onboard vision language model, conversational capabilities, and redesigned robotic hands with 16 DoF.","Sleek and slimmer design, integrated cabling in its limbs, 50% increase in battery capacity, 6 RGB cameras paired with an onboard vision language model, NVIDIA RTX GPU-based modules, microphones and speakers combined with a custom AI model, redesigned five-fingered robotic hands with 16 degrees of freedom (DoF).
","0.11419645566814093","0.5217391304347826","0.5217391304347826","0.8718006014823914","neutral","0.0018331788014620543","0.9934868812561035","0.0046798670664429665","0.5894","0.3762","0.4516"
"What is OneTrust's focus on data governance?","OneTrust provides tools for managing data governance and compliance with data privacy regulations.","I don't know.
","0.0","0.0","0.0","0.2849290072917938","contradiction","0.7460917234420776","0.15520259737968445","0.09870567917823792","0.0","-0.0673","0.0"
"What is Ripple's focus on interoperability?","Ripple focuses on enabling interoperability between different payment systems and networks.","I don't know.
","0.0","0.0","0.0","0.2764795422554016","contradiction","0.7618781328201294","0.15431305766105652","0.0838087946176529","0.0","-0.0099","0.0"
"What is WorldRemit's focus on user accessibility?","WorldRemit aims to provide accessible and affordable money transfer services to users worldwide.","I don't know.
","0.0","0.0","0.0","0.2587529122829437","contradiction","0.714379608631134","0.1973728984594345","0.08824750781059265","0.0","-0.0827","0.0"
"What are some key features of Ola Cabs' app?","Key features include ride booking, real-time tracking, and multiple payment options.","-Shows the location of drivers to the customer.
-Calls the closest driver.
-Directs the driver.
-Plays the role of intermediary for payments.
","0.0","0.05882352941176471","0.05882352941176471","0.5788621306419373","neutral","0.02923419326543808","0.7024160027503967","0.2683497965335846","0.0","0.1477","0.0"
"What is Epic Games?","Epic Games is an American video game and software developer and publisher.","American video game and software developer and publisher.
","0.6065306597126334","0.8","0.8","0.7700615525245667","entailment","0.0018415150698274374","0.005550485569983721","0.9926080703735352","0.689","0.6155","0.7778"
"What industry does Binance operate in?","Cryptocurrency.","Cryptocurrency.
","0.1778279410038923","1.0","1.0","1.0000001192092896","entailment","0.043661292642354965","0.10561347007751465","0.8507251739501953","0.5","1.0","1.0"
"What is the significance of Zipline's microphone-based collision avoidance system?","It allows drones to detect and track nearby aircraft, enhancing flight safety.","June 2022 - they announced a microphone-based collision avoidance system to detect and track nearby aircraft.
","0.22894156860669912","0.42857142857142855","0.42857142857142855","0.7090514898300171","neutral","0.08355282992124557","0.9124398827552795","0.004007361829280853","0.4016","0.4969","0.3571"
"What was XtalPi's revenue in 2023?","CN¥ 174.42 million.","CN¥ 174.42 million","0.24028114141347542","1.0","1.0","0.9881703853607178","entailment","0.008993149735033512","0.02185109443962574","0.9691557288169861","0.625","0.9682","0.6667"
"What is Via Transportation's 'Paratransit' service?","Accessible, door-to-door transportation for people with disabilities, typically using vans or minibuses.","Accessible, door-to-door transportation for people with disabilities, typically delivered by vans or minibuses.
","0.6703420896351792","0.896551724137931","0.896551724137931","0.9758698344230652","entailment","0.0007377787842415273","0.01246530283242464","0.9867969751358032","0.9064","0.9396","0.88"
"What milestone did bKash achieve in November 2021?","bKash became the first unicorn startup in Bangladesh.","Became the first ever unicorn startup company in Bangladesh.
","0.08783602619713964","0.823529411764706","0.823529411764706","0.8854856491088867","entailment","0.0013991536106914282","0.06073889136314392","0.937861979007721","0.8302","0.5944","0.8235"
"What is Postman's focus on collaboration?","Postman provides tools for teams to collaborate on API development and testing.","Postman offers an API platform for developers to design, build, test, and collaborate on APIs.
","0.038233014078303","0.6666666666666665","0.4444444444444445","0.8997533917427063","entailment","0.00724215479567647","0.1969446837902069","0.7958132028579712","0.4325","0.7141","0.5185"
"What is Flexport's approach to customs brokerage?","Flexport provides automated customs compliance solutions to simplify the import and export process.","Customs brokerage.
","0.0","0.13333333333333336","0.13333333333333336","0.5402971506118774","contradiction","0.4629846513271332","0.3162820041179657","0.22073327004909515","0.042","0.1569","0.1333"
"What are Lenskart's distribution channels?","Lenskart sells its products through its website, mobile app, and over 2,000 physical stores.","Website, mobile app and 2,000+ physical stores.
","0.030559813141678258","0.6956521739130436","0.6956521739130436","0.7379384636878967","entailment","0.001524721970781684","0.027005627751350403","0.9714695811271667","0.3353","0.4714","0.5"
"What is 1Password's focus on user experience?","1Password focuses on providing a user-friendly experience for managing passwords and sensitive information.","I don't know.
","0.0","0.0","0.0","0.24911615252494812","contradiction","0.7834774255752563","0.12346664816141129","0.09305592626333237","0.0","-0.0333","0.0"
"What is Plaid?","Plaid is a financial technology company that builds data transfer networks powering fintech and digital finance applications.","American financial services company based in San Francisco, California.
Builds a data transfer network that powers fintech and digital finance products.
Technology platform, enables applications to connect with users’ bank accounts.
","0.10145249973866254","0.625","0.5","0.6925755143165588","neutral","0.0014719044556841254","0.9905625581741333","0.007965524680912495","0.6899","0.5171","0.5"
"What is Northvolt's primary goal?","Northvolt's primary goal is to establish a sustainable and environmentally friendly battery manufacturing industry in Europe.","I don't know.
","0.0","0.0","0.0","0.24070259928703308","contradiction","0.7206680774688721","0.18922676146030426","0.09010511636734009","0.0","-0.0288","0.0"
"What is the Epic Games Store?","The Epic Games Store is a digital video game storefront for Microsoft Windows and macOS, operated by Epic Games.","An open digital storefront for games on Windows.
","0.01643607372436358","0.37037037037037035","0.2962962962962963","0.7517380714416504","entailment","0.009370837360620499","0.07865551114082336","0.9119736552238464","0.1763","0.366","0.3077"
"What is CloudKitchens' expansion strategy?","CloudKitchens focuses on expanding its network of kitchen spaces in urban areas with high demand for food delivery.","CloudKitchens' tech and real estate is focused on growing the restaurant and food-delivery markets.
","0.010733825545492848","0.303030303030303","0.303030303030303","0.7784360647201538","neutral","0.0018036452820524573","0.7924733757972717","0.20572304725646973","0.1065","0.4685","0.0645"
"What are the challenges faced by CloudKitchens?","Challenges include managing logistics, maintaining kitchen facilities, and competing in the food delivery market.","I don't know.
","0.0","0.0","0.0","0.3067881464958191","contradiction","0.9372493028640747","0.042843297123909","0.019907398149371147","0.0","0.012","0.0"
"How does UBtech Robotics contribute to robotics education?","UBtech Robotics develops educational robots and programming tools to promote robotics education and STEM learning.","I don't know.
","0.0","0.0","0.0","0.3064590096473694","contradiction","0.6674153208732605","0.23081515729427338","0.10176954418420792","0.0","-0.0989","0.0"
"What is Infinidat?","Infinidat is a data storage company that provides enterprise-class data storage solutions.","Infinidat is an Israeli-American data storage company.
","0.04836067244628849","0.4761904761904762","0.4761904761904762","0.8610348105430603","neutral","0.017814651131629944","0.97981196641922","0.002373429946601391","0.3261","0.6664","0.4706"
"What is Anduril Industries?","Anduril Industries is a defense technology company that develops advanced hardware and software for military and border security applications.","American defense technology company.
","0.003995769074842954","0.2608695652173913","0.2608695652173913","0.6848299503326416","neutral","0.22028397023677826","0.6182937026023865","0.16142228245735168","0.1071","0.3631","0.1818"
"What is Cabify?","Cabify is a ride-hailing company that provides on-demand transportation services.","Cabify is a platform to facilitate the transport of people and objects.
","0.08430118946484098","0.3333333333333333","0.3333333333333333","0.80031418800354","neutral","0.0018533127149567008","0.7824229001998901","0.21572381258010864","0.3676","0.4924","0.2727"
"What was the previous professional background of BillDesk's founders?","The founders previously worked at the American accounting firm Arthur Andersen LLP.","They previously worked at Arthur Andersen LLP.
","0.13459537710845118","0.631578947368421","0.631578947368421","0.8005146384239197","entailment","0.003164412919431925","0.005305214785039425","0.9915304183959961","0.5121","0.7292","0.6667"
"When was bKash launched?","July 21, 2011.","July 21, 2011.
","0.5623413251903491","1.0","1.0","1.0000001192092896","entailment","0.01014970988035202","0.06031952425837517","0.9295307397842407","0.9815","1.0","1.0"
"What is Suning.com?","Suning.com is the online retail platform of Suning Holdings Group, offering a wide range of products and services.","Formerly known as Suning Commerce Group and Suning Appliance.
","0.010491016505528306","0.2857142857142857","0.21428571428571427","0.7024767994880676","neutral","0.018035398796200752","0.9772826433181763","0.004681999329477549","0.0877","0.1975","0.16"
"What are some key features of Dapper Labs' platforms?","Key features include digital collectibles, blockchain-based ownership, and interactive experiences.","I don't know.
","0.0","0.0","0.0","0.2800053060054779","contradiction","0.9427399039268494","0.04029557481408119","0.01696450263261795","0.0","0.0104","0.0"
"What did Nextdoor do during the COVID-19 pandemic?","Partnered with the CDC, American Red Cross, and Walmart to distribute information and facilitate shopping assistance.","Nextdoor partnered with the Centers for Disease Control and American Red Cross to help distribute information related to COVID-19 to local neighborhoods. Nextdoor also partnered with Walmart to allow users at risk of COVID-19 complications to request shopping assistance during the pandemic.
","0.019643802608823202","0.4333333333333334","0.36666666666666664","0.8089646697044373","neutral","0.0009612518479116261","0.9954196214675903","0.0036190878599882126","0.4777","0.4068","0.4583"
"What are the challenges faced by Lalamove?","Challenges include managing a large network of drivers, maintaining service quality, and competing in a competitive market.","Lalamove faces challenges, including a ban in India due to security concerns, and regulatory scrutiny in Shanghai and from China's Ministry of Transportation regarding illegal freight services, unclear pricing, rising fees, unfair competition and illegal transportation.
","0.007293301163414325","0.29629629629629634","0.22222222222222227","0.5811097025871277","neutral","0.24492061138153076","0.7403603792190552","0.014719011262059212","0.1587","0.2135","0.1667"
"What is GoodLeap's role in the sustainable home improvement industry?","GoodLeap is a major player in the sustainable home improvement industry, enabling more homeowners to adopt clean energy solutions.","GoodLeap provides financing options for the residential solar energy industry.
","0.01129295625547186","0.27586206896551724","0.20689655172413793","0.7723836898803711","neutral","0.001893850858323276","0.991224467754364","0.006881678011268377","0.0829","0.5494","0.2069"
"What is Oyo Rooms?","Oyo Rooms is an Indian hospitality company that operates a network of budget hotels and homes.","Indian multinational hospitality chain of leased and franchised hotels, homes, and living spaces.
","0.017444714791376905","0.41379310344827586","0.3448275862068966","0.7027307748794556","entailment","0.0033828262239694595","0.25674566626548767","0.7398714423179626","0.1274","0.3806","0.2857"
"What services does Stripe offer?","Payments, Billing, Connect, Sigma, Atlas, Radar (fraud prevention), Issuing, and Terminal.","Payment-processing software and application programming interfaces for e-commerce websites and mobile applications.
Multiparty payments solution.
Antifraud tools.
Billing product for online businesses.
Point-of-sale service.
Merchant cash-advance scheme.
Tax calculation and collection.
Payment links.
Financial services APIs.
Carbon research and capture funding.
User identity verification.
Tools to simplify operations and combine fragmented workflows.
Financial Connections to help businesses connect to their customers’ bank accounts.
","0.0028919892142542742","0.10126582278481011","0.0759493670886076","0.6215661764144897","entailment","0.017650166526436806","0.3400501012802124","0.6422997117042542","0.0309","-0.0148","0.0303"
"What concerns were raised about FlixBus's dominant market share in Germany?","Concerns were raised about a de facto monopoly leading to higher prices and less service to smaller destinations.","A de facto monopoly, harmful to competition, higher prices, and less service to smaller destinations.
","0.31523777567675976","0.7878787878787877","0.7878787878787877","0.833436906337738","entailment","0.0009851312497630715","0.2389693260192871","0.76004558801651","0.6065","0.585","0.6452"
"What is the name of the first private spacecraft to autonomously dock with the ISS?","Dragon.","Crew Dragon Demo-1
","0.0","0.4","0.4","0.5979338884353638","neutral","0.07042255997657776","0.8788730502128601","0.05070442333817482","0.0","0.347","0.0"
"What technology does StarkWare develop?","StarkWare develops STARK (Scalable Transparent ARguments of Knowledge) technology for blockchain applications.","STARK, a type of non-interactive zero-knowledge proof.
","0.016170365420297903","0.28571428571428575","0.28571428571428575","0.6298897862434387","contradiction","0.5804296135902405","0.31211233139038086","0.10745806246995926","0.0435","0.0641","0.1053"
"What are Airtable's automation features?","Airtable automations allow users to create workflows that automatically trigger actions based on predefined rules.","I don't know.
","0.0","0.0","0.0","0.26362428069114685","contradiction","0.7280092835426331","0.14595571160316467","0.12603497505187988","0.0","-0.0651","0.0"
"How does Bolt Financial improve checkout conversion rates?","Bolt Financial simplifies the checkout process, reducing friction and increasing the likelihood of completed purchases.","I don't know.
","0.0","0.0","0.0","0.23596590757369995","contradiction","0.7591516375541687","0.1493421196937561","0.09150625765323639","0.0","-0.0069","0.0"
